!23456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789123456789123456789123456123456123121231212
O+          H2S                     H2S+        O                                    1.80e-09 0.00e+00 0.00e+00              2
O+          HCN                     CO+         NH                                   1.20e-09 0.00e+00 0.00e+00              2
O+          HCN                     NO+         CH                                   1.20e-09 0.00e+00 0.00e+00              2
O+          HCN                     HCO+        N                                    1.20e-09 0.00e+00 0.00e+00              2
O+          HCO                     OH+         CO                                   4.30e-10 0.00e+00 0.00e+00              2
O+          HCO                     HCO+        O                                    4.30e-10 0.00e+00 0.00e+00              2
O+          N2O                     NO+         NO                                   6.30e-10 0.00e+00 0.00e+00              2
O+          NH2                     NH2+        O                                    1.00e-09 0.00e+00 0.00e+00              2
O+          NO2                     NO2+        O                                    1.60e-09 0.00e+00 0.00e+00              2
O+          OCS                     S+          CO2                                  2.00e-11 0.00e+00 0.00e+00              2
O+          OCS                     OCS+        O                                    6.50e-10 0.00e+00 0.00e+00              2
O+          SO2                     O2+         SO                                   8.00e-10 0.00e+00 0.00e+00              2
O+          H2CO                    HCO+        OH                                   1.40e-09 0.00e+00 0.00e+00              2
O+          H2CO                    H2CO+       O                                    2.10e-09 0.00e+00 0.00e+00              2
O+          NH3                     NH3+        O                                    1.20e-09 0.00e+00 0.00e+00              2
O+          CH4                     CH3+        OH                                   1.10e-10 0.00e+00 0.00e+00              2
O+          CH4                     CH4+        O                                    8.90e-10 0.00e+00 0.00e+00              2
O+          CH4O                    H2CO+       H2O                                  9.50e-11 0.00e+00 0.00e+00              2
O+          CH4O                    H3CO+       OH                                   1.33e-09 0.00e+00 0.00e+00              2
O+          CH4O                    CH4O+       O                                    4.75e-10 0.00e+00 0.00e+00              2
P+          Si                      P           Si+                                  1.00e-09 0.00e+00 0.00e+00              2
P+          O2                      PO+         O                                    4.90e-10 0.00e+00 0.00e+00              2
P+          OH                      PO+         H                                    4.60e-09-5.00e-01 0.00e+00              2
P+          H2O                     PO+         H2                                   1.07e-09-5.00e-01 0.00e+00              2
P+          H2O                     HPO+        H                                    1.07e-09-5.00e-01 0.00e+00              2
P+          C2H2                    PC2H+       H                                    1.24e-09 0.00e+00 0.00e+00              2
P+          C2H2                    PC2H2+                                           6.00e-11 0.00e+00 0.00e+00              2
P+          NH3                     NH3+        P                                    8.60e-10-5.00e-01 0.00e+00              2
P+          NH3                     PNH2+       H                                    8.60e-10-5.00e-01 0.00e+00              2
P+          CH4                     PCH2+       H2                                   9.60e-10 0.00e+00 0.00e+00              2
P+          C2H4                    PC2H2+      H2                                   1.20e-09 0.00e+00 0.00e+00              2
S+          Fe                      Fe+         S                                    1.80e-10 0.00e+00 0.00e+00              2
S+          Mg                      Mg+         S                                    2.80e-10 0.00e+00 0.00e+00              2
S+          Na                      Na+         S                                    2.60e-10 0.00e+00 0.00e+00              2
S+          Si                      Si+         S                                    1.60e-09 0.00e+00 0.00e+00              2
S+          C2                      CS+         C                                    8.10e-10 0.00e+00 0.00e+00              2
S+          CH                      CS+         H                                    4.40e-09-5.00e-01 0.00e+00              2
S+          NH                      NS+         H                                    3.70e-09-5.00e-01 0.00e+00              2
S+          NO                      NO+         S                                    3.60e-10-5.00e-01 0.00e+00              2
S+          O2                      SO+         O                                    2.00e-11 0.00e+00 0.00e+00              2
S+          OH                      SO+         H                                    4.60e-09-5.00e-01 0.00e+00              2
S+          SiC                     SiC+        S                                    3.70e-09-5.00e-01 0.00e+00              2
S+          SiH                     SiH+        S                                    1.41e-10-5.00e-01 0.00e+00              2
S+          SiH                     SiS+        H                                    1.41e-10-5.00e-01 0.00e+00              2
S+          SiS                     SiS+        S                                    3.50e-09-5.00e-01 0.00e+00              2
S+          C2H                     C2S+        H                                    1.96e-09-5.00e-01 0.00e+00              2
S+          CH2                     HCS+        H                                    7.08e-10-5.00e-01 0.00e+00              2
S+          H2S                     S2+         H2                                   6.40e-10-5.00e-01 0.00e+00              2
S+          H2S                     S2H+        H                                    2.00e-10-5.00e-01 0.00e+00              2
S+          H2S                     H2S+        S                                    4.40e-11-5.00e-01 0.00e+00              2
S+          HCO                     HS+         CO                                   5.00e-10-5.00e-01 0.00e+00              2
S+          HCO                     HCO+        S                                    5.00e-10-5.00e-01 0.00e+00              2
S+          OCS                     S2+         CO                                   9.10e-10-5.00e-01 0.00e+00              2
S+          C2H2                    HC2S+       H                                    9.50e-10 0.00e+00 0.00e+00              2
S+          C3H                     C3S+        H                                    6.00e-09-5.00e-01 0.00e+00              2
S+          HC3                     C3S+        H                                    6.74e-09-5.00e-01 0.00e+00              2
S+          CH3                     H2CS+       H                                    1.00e-11 0.00e+00 0.00e+00              2
S+          H2CO                    H2S+        CO                                   1.10e-09-5.00e-01 0.00e+00              2
S+          H2CO                    HCO+        HS                                   1.10e-09-5.00e-01 0.00e+00              2
S+          NH3                     NH3+        S                                    1.60e-09-5.00e-01 0.00e+00              2
S+          C2H3                    HC2S+       H2                                   1.52e-09-5.00e-01 0.00e+00              2
S+          C3H2                    HC3S+       H                                    2.87e-09-5.00e-01 0.00e+00              2
S+          H2C3                    HC3S+       H                                    3.45e-09-5.00e-01 0.00e+00              2
S+          C4H                     C4S+        H                                    1.88e-09-5.00e-01 0.00e+00              2
S+          CH4                     H3CS+       H                                    1.40e-10 0.00e+00 0.00e+00              2
S+          C4H2                    C3H2+       CS                                   1.20e-10 0.00e+00 0.00e+00              2
S+          C4H2                    H2C3+       CS                                   1.20e-10 0.00e+00 0.00e+00              2
S+          C4H2                    C4H+        HS                                   1.60e-10 0.00e+00 0.00e+00              2
S+          C4H2                    C4H2+       S                                    7.20e-10 0.00e+00 0.00e+00              2
S+          C4H2                    HC4S+       H                                    4.80e-10 0.00e+00 0.00e+00              2
Si+         Fe                      Fe+         Si                                   1.90e-09 0.00e+00 0.00e+00              2
Si+         Mg                      Mg+         Si                                   2.90e-09 0.00e+00 0.00e+00              2
Si+         Na                      Na+         Si                                   2.70e-09 0.00e+00 0.00e+00              2
Si+         CH                      SiC+        H                                    4.50e-09-5.00e-01 0.00e+00              2
Si+         NH                      SiN+        H                                    3.85e-09-5.00e-01 0.00e+00              2
Si+         OH                      SiO+        H                                    4.70e-09-5.00e-01 0.00e+00              2
Si+         HF                      SiF+        H                                    5.70e-09-1.50e-01 0.00e+00              2
Si+         CH2                     CHSi+       H                                    7.23e-10-5.00e-01 0.00e+00              2
Si+         H2O                     HSiO+       H                                    2.20e-09-5.00e-01 0.00e+00              2
Si+         HCN                     SiNC+       H                                    7.37e-09-5.00e-01 0.00e+00              2
Si+         HNC                     SiNC+       H                                    6.68e-09-5.00e-01 0.00e+00              2
Si+         OCS                     SiS+        CO                                   1.50e-09-5.00e-01 0.00e+00              2
Si+         C2H2                    SiC2H+      H                                    2.50e-10 0.00e+00 0.00e+00              2
Si+         C3H                     SiC3+       H                                    6.21e-09-5.00e-01 0.00e+00              2
Si+         HC3                     SiC3+       H                                    8.03e-09-5.00e-01 0.00e+00              2
Si+         CH3                     CHSi+       H2                                   1.00e-09 0.00e+00 0.00e+00              2
Si+         CH3                     CH2Si+      H                                    1.00e-09 0.00e+00 0.00e+00              2
Si+         NH3                     SiNH2+      H                                    1.75e-09-5.00e-01 0.00e+00              2
Si+         C2H3                    SiC2H2+     H                                    1.57e-09-5.00e-01 0.00e+00              2
Si+         C3H2                    SiC3H+      H                                    2.97e-09-5.00e-01 0.00e+00              2
Si+         H2C3                    SiC3H+      H                                    3.59e-09-5.00e-01 0.00e+00              2
Si+         C4H                     SiC4+       H                                    1.96e-09-5.00e-01 0.00e+00              2
Si+         C2H4                    SiC2H3+     H                                    1.00e-09 0.00e+00 0.00e+00              2
Si+         C3H3                    SiC3H2+     H                                    3.84e-09-5.00e-01 0.00e+00              2
Si+         C4H2                    C4H+        SiH                                  1.60e-09 0.00e+00 0.00e+00              2
Si+         C3H4                    SiC3H2+     H2                                   7.46e-10-5.00e-01 0.00e+00              2
C2+         C                       C+          C2                                   1.10e-10 0.00e+00 0.00e+00              2
C2+         N                       C+          CN                                   4.00e-11 0.00e+00 0.00e+00              2
C2+         O                       CO+         C                                    3.10e-10 0.00e+00 0.00e+00              2
C2+         S                       S+          C2                                   5.80e-10 0.00e+00 0.00e+00              2
C2+         S                       CS+         C                                    5.80e-10 0.00e+00 0.00e+00              2
C2+         C2                      C3+         C                                    8.70e-10 0.00e+00 0.00e+00              2
C2+         CH                      CH+         C2                                   3.20e-10 0.00e+00 0.00e+00              2
C2+         CH                      C3+         H                                    3.20e-10 0.00e+00 0.00e+00              2
C2+         H2                      C2H+        H                                    1.10e-09 0.00e+00 0.00e+00              2
C2+         NH                      C2H+        N                                    3.30e-10 0.00e+00 0.00e+00              2
C2+         NH                      C2N+        H                                    3.30e-10 0.00e+00 0.00e+00              2
C2+         NO                      NO+         C2                                   3.40e-10 0.00e+00 0.00e+00              2
C2+         O2                      CO+         CO                                   8.00e-10 0.00e+00 0.00e+00              2
C2+         CH2                     CH2+        C2                                   4.50e-10 0.00e+00 0.00e+00              2
C2+         CH2                     C3H+        H                                    4.50e-10 0.00e+00 0.00e+00              2
C2+         H2O                     C2H+        OH                                   4.40e-10 0.00e+00 0.00e+00              2
C2+         H2O                     C2HO+       H                                    4.40e-10 0.00e+00 0.00e+00              2
C2+         HCN                     C3H+        N                                    7.80e-10 0.00e+00 0.00e+00              2
C2+         HCN                     C3N+        H                                    1.60e-09 0.00e+00 0.00e+00              2
C2+         HCO                     C2H+        CO                                   3.80e-10 0.00e+00 0.00e+00              2
C2+         HCO                     HCO+        C2                                   3.80e-10 0.00e+00 0.00e+00              2
C2+         NH2                     NH2+        C2                                   4.60e-10 0.00e+00 0.00e+00              2
C2+         NH2                     C2NH+       H                                    4.60e-10 0.00e+00 0.00e+00              2
C2+         C2H2                    C4H+        H                                    1.70e-09 0.00e+00 0.00e+00              2
C2+         CH4                     C2H+        CH3                                  2.38e-10 0.00e+00 0.00e+00              2
C2+         CH4                     C2H2+       CH2                                  1.82e-10 0.00e+00 0.00e+00              2
C2+         CH4                     C3H+        H2          H                        1.96e-10 0.00e+00 0.00e+00              2
C2+         CH4                     C3H2+       H2                                   2.87e-10 0.00e+00 0.00e+00              2
C2+         CH4                     H2C3+       H2                                   2.87e-10 0.00e+00 0.00e+00              2
C2+         CH4                     C3H3+       H                                    1.05e-10 0.00e+00 0.00e+00              2
C2+         CH4                     H3C3+       H                                    1.05e-10 0.00e+00 0.00e+00              2
CH+         C                       C2+         H                                    1.20e-09 0.00e+00 0.00e+00              2
CH+         Fe                      Fe+         CH                                   2.60e-10 0.00e+00 0.00e+00              2
CH+         H                       C+          H2                                   7.50e-10 0.00e+00 0.00e+00              2
CH+         Mg                      Mg+         CH                                   3.60e-10 0.00e+00 0.00e+00              2
CH+         N                       CN+         H                                    1.90e-10 0.00e+00 0.00e+00              2
CH+         Na                      Na+         CH                                   3.50e-10 0.00e+00 0.00e+00              2
CH+         O                       CO+         H                                    3.50e-10 0.00e+00 0.00e+00              2
CH+         S                       S+          CH                                   4.70e-10 0.00e+00 0.00e+00              2
CH+         S                       CS+         H                                    4.70e-10 0.00e+00 0.00e+00              2
CH+         S                       HS+         C                                    4.70e-10 0.00e+00 0.00e+00              2
CH+         Si                      Si+         CH                                   2.00e-10 0.00e+00 0.00e+00              2
CH+         C2                      C3+         H                                    1.00e-09 0.00e+00 0.00e+00              2
CH+         CH                      C2+         H2                                   7.40e-10 0.00e+00 0.00e+00              2
CH+         CN                      C2N+        H                                    1.10e-09 0.00e+00 0.00e+00              2
CH+         CN                      CNC+        H                                    5.50e-10 0.00e+00 0.00e+00              2
CH+         H2                      CH2+        H                                    1.20e-09 0.00e+00 0.00e+00              2
CH+         NH                      CN+         H2                                   7.60e-10 0.00e+00 0.00e+00              2
CH+         NO                      NO+         CH                                   7.60e-10 0.00e+00 0.00e+00              2
CH+         O2                      HCO         O+                                   1.00e-11 0.00e+00 0.00e+00              2
CH+         O2                      CO+         OH                                   1.00e-11 0.00e+00 0.00e+00              2
CH+         O2                      HCO+        O                                    9.70e-10 0.00e+00 0.00e+00              2
CH+         OH                      CO+         H2                                   7.50e-10 0.00e+00 0.00e+00              2
CH+         C2H                     C3+         H2                                   9.80e-10 0.00e+00 0.00e+00              2
CH+         CH2                     C2H+        H2                                   1.00e-09 0.00e+00 0.00e+00              2
CH+         CO2                     HCO+        CO                                   1.60e-09 0.00e+00 0.00e+00              2
CH+         H2O                     HCO+        H2                                   2.90e-09 0.00e+00 0.00e+00              2
CH+         H2O                     H2CO+       H                                    5.80e-10 0.00e+00 0.00e+00              2
CH+         H2O                     H3O+        C                                    5.80e-10 0.00e+00 0.00e+00              2
CH+         H2S                     HCS+        H2                                   6.60e-10 0.00e+00 0.00e+00              2
CH+         H2S                     H3S+        C                                    6.30e-10 0.00e+00 0.00e+00              2
CH+         HCN                     C2N+        H2                                   3.60e-10 0.00e+00 0.00e+00              2
CH+         HCN                     C2NH+       H                                    2.40e-10 0.00e+00 0.00e+00              2
CH+         HCN                     HCNH+       C                                    2.40e-09 0.00e+00 0.00e+00              2
CH+         HCO                     CH2+        CO                                   4.60e-10 0.00e+00 0.00e+00              2
CH+         HCO                     HCO+        CH                                   4.60e-10 0.00e+00 0.00e+00              2
CH+         HNC                     HCNH+       C                                    1.80e-09 0.00e+00 0.00e+00              2
CH+         NH2                     HCN+        H2                                   1.10e-09 0.00e+00 0.00e+00              2
CH+         OCS                     HCS+        CO                                   1.05e-09 0.00e+00 0.00e+00              2
CH+         OCS                     HOCS+       C                                    8.55e-10 0.00e+00 0.00e+00              2
CH+         C2H2                    C3H2+       H                                    1.20e-09 0.00e+00 0.00e+00              2
CH+         C2H2                    H2C3+       H                                    1.20e-09 0.00e+00 0.00e+00              2
CH+         H2CO                    HCO+        CH2                                  9.60e-10 0.00e+00 0.00e+00              2
CH+         H2CO                    CH3+        CO                                   9.60e-10 0.00e+00 0.00e+00              2
CH+         H2CO                    H3CO+       C                                    9.60e-10 0.00e+00 0.00e+00              2
CH+         NH3                     H2NC+       H2                                   1.84e-09 0.00e+00 0.00e+00              2
CH+         NH3                     NH3+        CH                                   4.59e-10 0.00e+00 0.00e+00              2
CH+         NH3                     NH4+        C                                    4.05e-10 0.00e+00 0.00e+00              2
CH+         CH4                     C2H2+       H2          H                        1.40e-10 0.00e+00 0.00e+00              2
CH+         CH4                     C2H3+       H2                                   1.10e-09 0.00e+00 0.00e+00              2
CH+         CH4                     C2H4+       H                                    6.50e-11 0.00e+00 0.00e+00              2
CH+         CH4O                    CH3+        H2CO                                 1.45e-09 0.00e+00 0.00e+00              2
CH+         CH4O                    H3CO+       CH2                                  2.90e-10 0.00e+00 0.00e+00              2
CH+         CH4O                    CH5O+       C                                    1.16e-09 0.00e+00 0.00e+00              2
CN+         C                       C+          CN                                   1.10e-10 0.00e+00 0.00e+00              2
CN+         H                       H+          CN                                   6.40e-10 0.00e+00 0.00e+00              2
CN+         O                       O+          CN                                   6.50e-11 0.00e+00 0.00e+00              2
CN+         S                       S+          CN                                   1.10e-09 0.00e+00 0.00e+00              2
CN+         C2                      C2+         CN                                   8.50e-10 0.00e+00 0.00e+00              2
CN+         CH                      CH+         CN                                   6.40e-10 0.00e+00 0.00e+00              2
CN+         CO                      CO+         CN                                   6.30e-10 0.00e+00 0.00e+00              2
CN+         H2                      HCN+        H                                    7.50e-10 0.00e+00 0.00e+00              2
CN+         NH                      NH+         CN                                   6.50e-10 0.00e+00 0.00e+00              2
CN+         NO                      NO+         CN                                   8.10e-10 0.00e+00 0.00e+00              2
CN+         NO                      NCO+        N                                    1.90e-10 0.00e+00 0.00e+00              2
CN+         O2                      NO+         CO                                   8.60e-11 0.00e+00 0.00e+00              2
CN+         O2                      O2+         CN                                   7.80e-10 0.00e+00 0.00e+00              2
CN+         O2                      NCO+        O                                    8.60e-11 0.00e+00 0.00e+00              2
CN+         OH                      OH+         CN                                   6.40e-10 0.00e+00 0.00e+00              2
CN+         C2H                     C2H+        CN                                   8.00e-10 0.00e+00 0.00e+00              2
CN+         CH2                     CH2+        CN                                   8.80e-10 0.00e+00 0.00e+00              2
CN+         CO2                     C2O+        NO                                   2.25e-10 0.00e+00 0.00e+00              2
CN+         CO2                     CO2+        CN                                   4.50e-10 0.00e+00 0.00e+00              2
CN+         CO2                     NCO+        CO                                   2.25e-10 0.00e+00 0.00e+00              2
CN+         H2O                     HCN+        OH                                   1.60e-09 0.00e+00 0.00e+00              2
CN+         H2O                     HCO+        NH                                   1.60e-10 0.00e+00 0.00e+00              2
CN+         H2O                     H2NC+       O                                    4.80e-10 0.00e+00 0.00e+00              2
CN+         H2O                     HNCO+       H                                    6.40e-10 0.00e+00 0.00e+00              2
CN+         HCN                     HCN+        CN                                   2.40e-09 0.00e+00 0.00e+00              2
CN+         HCN                     C2N2+       H                                    3.15e-10 0.00e+00 0.00e+00              2
CN+         HCO                     HCN+        CO                                   3.70e-10 0.00e+00 0.00e+00              2
CN+         HCO                     HCO+        CN                                   3.70e-10 0.00e+00 0.00e+00              2
CN+         NH2                     NH2+        CN                                   9.10e-10 0.00e+00 0.00e+00              2
CN+         H2CO                    HCO+        HCN                                  5.20e-10 0.00e+00 0.00e+00              2
CN+         H2CO                    H2CO+       CN                                   5.20e-10 0.00e+00 0.00e+00              2
CO+         C                       C+          CO                                   1.10e-10 0.00e+00 0.00e+00              2
CO+         H                       H+          CO                                   4.00e-10 0.00e+00 0.00e+00              2
CO+         N                       NO+         C                                    8.10e-11 0.00e+00 0.00e+00              2
CO+         O                       O+          CO                                   1.40e-10 0.00e+00 0.00e+00              2
CO+         S                       S+          CO                                   1.10e-09 0.00e+00 0.00e+00              2
CO+         C2                      C2+         CO                                   8.40e-10 0.00e+00 0.00e+00              2
CO+         CH                      CH+         CO                                   3.20e-10 0.00e+00 0.00e+00              2
CO+         CH                      HCO+        C                                    3.20e-10 0.00e+00 0.00e+00              2
CO+         H2                      HCO+        H                                    7.50e-10 0.00e+00 0.00e+00              2
CO+         NH                      NH+         CO                                   3.20e-10 0.00e+00 0.00e+00              2
CO+         NH                      HCO+        N                                    3.20e-10 0.00e+00 0.00e+00              2
CO+         NO                      NO+         CO                                   3.30e-10 0.00e+00 0.00e+00              2
CO+         O2                      O2+         CO                                   1.20e-10 0.00e+00 0.00e+00              2
CO+         OH                      OH+         CO                                   3.10e-10 0.00e+00 0.00e+00              2
CO+         OH                      HCO+        O                                    3.10e-10 0.00e+00 0.00e+00              2
CO+         C2H                     C2H+        CO                                   3.90e-10 0.00e+00 0.00e+00              2
CO+         C2H                     HCO+        C2                                   3.90e-10 0.00e+00 0.00e+00              2
CO+         CH2                     CH2+        CO                                   4.30e-10 0.00e+00 0.00e+00              2
CO+         CH2                     HCO+        CH                                   4.30e-10 0.00e+00 0.00e+00              2
CO+         CO2                     CO2+        CO                                   1.10e-09 0.00e+00 0.00e+00              2
CO+         H2O                     H2O+        CO                                   1.70e-09 0.00e+00 0.00e+00              2
CO+         H2O                     HCO+        OH                                   8.80e-10 0.00e+00 0.00e+00              2
CO+         H2S                     H2S+        CO                                   2.44e-09 0.00e+00 0.00e+00              2
CO+         H2S                     HCO+        HS                                   1.56e-10 0.00e+00 0.00e+00              2
CO+         HCN                     HCN+        CO                                   3.40e-10 0.00e+00 0.00e+00              2
CO+         HCO                     HCO+        CO                                   7.40e-10 0.00e+00 0.00e+00              2
CO+         NH2                     HCO+        NH                                   4.50e-10 0.00e+00 0.00e+00              2
CO+         NH2                     NH2+        CO                                   4.50e-10 0.00e+00 0.00e+00              2
CO+         SO2                     SO+         CO2                                  1.70e-09 0.00e+00 0.00e+00              2
CO+         H2CO                    HCO+        HCO                                  1.70e-09 0.00e+00 0.00e+00              2
CO+         H2CO                    H2CO+       CO                                   1.40e-09 0.00e+00 0.00e+00              2
CO+         NH3                     HCO+        NH2                                  4.12e-11 0.00e+00 0.00e+00              2
CO+         NH3                     NH3+        CO                                   2.02e-09 0.00e+00 0.00e+00              2
CO+         CH4                     HCO+        CH3                                  4.55e-10 0.00e+00 0.00e+00              2
CO+         CH4                     CH4+        CO                                   7.93e-10 0.00e+00 0.00e+00              2
CO+         CH4                     C2H3O+      H                                    5.20e-11 0.00e+00 0.00e+00              2
CP+         O                       P+          CO                                   2.00e-10 0.00e+00 0.00e+00              2
CP+         H2                      HCP+        H                                    1.00e-09 0.00e+00 0.00e+00              2
CS+         C                       C+          CS                                   1.60e-09 0.00e+00 0.00e+00              2
CS+         Fe                      Fe+         CS                                   1.70e-10 0.00e+00 0.00e+00              2
CS+         Mg                      Mg+         CS                                   2.70e-10 0.00e+00 0.00e+00              2
CS+         Na                      Na+         CS                                   2.30e-10 0.00e+00 0.00e+00              2
CS+         O                       CO+         S                                    6.00e-11 0.00e+00 0.00e+00              2
CS+         Si                      Si+         CS                                   1.50e-10 0.00e+00 0.00e+00              2
CS+         H2                      HCS+        H                                    4.80e-10 0.00e+00 0.00e+00              2
CS+         O2                      OCS+        O                                    1.30e-10 0.00e+00 0.00e+00              2
CS+         CH4                     HCS+        CH3                                  5.00e-10 0.00e+00 0.00e+00              2
H2+         C                       CH+         H                                    2.40e-09 0.00e+00 0.00e+00              2
H2+         H                       H+          H2                                   6.40e-10 0.00e+00 0.00e+00              2
H2+         N                       NH+         H                                    1.90e-09 0.00e+00 0.00e+00              2
H2+         O                       OH+         H                                    1.50e-09 0.00e+00 0.00e+00              2
H2+         C2                      C2+         H2                                   1.10e-09 0.00e+00 0.00e+00              2
H2+         C2                      C2H+        H                                    1.10e-09 0.00e+00 0.00e+00              2
H2+         CH                      CH+         H2                                   7.10e-10 0.00e+00 0.00e+00              2
H2+         CH                      CH2+        H                                    7.10e-10 0.00e+00 0.00e+00              2
H2+         CN                      CN+         H2                                   1.20e-09 0.00e+00 0.00e+00              2
H2+         CN                      HCN+        H                                    1.20e-09 0.00e+00 0.00e+00              2
H2+         CO                      CO+         H2                                   6.00e-10 0.00e+00 0.00e+00              2
H2+         CO                      HCO+        H                                    2.20e-09 0.00e+00 0.00e+00              2
H2+         H2                      H3+         H                                    2.10e-09 0.00e+00 0.00e+00              2
H2+         N2                      N2H+        H                                    2.00e-09 0.00e+00 0.00e+00              2
H2+         NH                      NH+         H2                                   7.60e-10 0.00e+00 0.00e+00              2
H2+         NH                      NH2+        H                                    7.60e-10 0.00e+00 0.00e+00              2
H2+         NO                      NO+         H2                                   1.10e-09 0.00e+00 0.00e+00              2
H2+         NO                      HNO+        H                                    1.10e-09 0.00e+00 0.00e+00              2
H2+         O2                      O2+         H2                                   8.00e-10 0.00e+00 0.00e+00              2
H2+         O2                      O2H+        H                                    1.90e-09 0.00e+00 0.00e+00              2
H2+         OH                      OH+         H2                                   7.60e-10 0.00e+00 0.00e+00              2
H2+         OH                      H2O+        H                                    7.60e-10 0.00e+00 0.00e+00              2
H2+         C2H                     C2H+        H2                                   1.00e-09 0.00e+00 0.00e+00              2
H2+         C2H                     C2H2+       H                                    1.00e-09 0.00e+00 0.00e+00              2
H2+         CH2                     CH2+        H2                                   1.00e-09 0.00e+00 0.00e+00              2
H2+         CH2                     CH3+        H                                    1.00e-09 0.00e+00 0.00e+00              2
H2+         CO2                     CO+         H2O                                  1.40e-09 0.00e+00 0.00e+00              2
H2+         CO2                     CO2+        H2                                   1.40e-09 0.00e+00 0.00e+00              2
H2+         CO2                     HCO2+       H                                    2.35e-09 0.00e+00 0.00e+00              2
H2+         H2O                     H2O+        H2                                   3.90e-09 0.00e+00 0.00e+00              2
H2+         H2O                     H3O+        H                                    3.40e-09 0.00e+00 0.00e+00              2
H2+         H2S                     S+          H2          H2                       7.70e-10 0.00e+00 0.00e+00              2
H2+         H2S                     HS+         H           H2                       8.60e-10 0.00e+00 0.00e+00              2
H2+         H2S                     H2S+        H2                                   2.70e-09 0.00e+00 0.00e+00              2
H2+         HCN                     HCN+        H2                                   2.70e-09 0.00e+00 0.00e+00              2
H2+         HCO                     H3+         CO                                   1.00e-09 0.00e+00 0.00e+00              2
H2+         HCO                     HCO+        H2                                   1.00e-09 0.00e+00 0.00e+00              2
H2+         NH2                     NH2+        H2                                   2.10e-09 0.00e+00 0.00e+00              2
H2+         C2H2                    C2H2+       H2                                   4.80e-09 0.00e+00 0.00e+00              2
H2+         C2H2                    C2H3+       H                                    4.80e-10 0.00e+00 0.00e+00              2
H2+         H2CO                    HCO+        H           H2                       1.40e-09 0.00e+00 0.00e+00              2
H2+         H2CO                    H2CO+       H2                                   1.40e-09 0.00e+00 0.00e+00              2
H2+         NH3                     NH3+        H2                                   5.70e-09 0.00e+00 0.00e+00              2
H2+         CH4                     CH3+        H           H2                       2.30e-09 0.00e+00 0.00e+00              2
H2+         CH4                     CH4+        H2                                   1.40e-09 0.00e+00 0.00e+00              2
H2+         CH4                     CH5+        H                                    1.10e-10 0.00e+00 0.00e+00              2
H2+         C2H4                    C2H2+       H2          H2                       8.82e-10 0.00e+00 0.00e+00              2
H2+         C2H4                    C2H3+       H2          H                        1.81e-09 0.00e+00 0.00e+00              2
H2+         C2H4                    C2H4+       H2                                   2.21e-09 0.00e+00 0.00e+00              2
HCl+        H2                      H2Cl+       H                                    1.30e-09 0.00e+00 0.00e+00              2
HF+         H2                      H2F+        H                                    1.30e-09 0.00e+00 0.00e+00              2
HeH+        H                       H2+         He                                   9.00e-10 0.00e+00 0.00e+00              2
HeH+        H2                      H3+         He                                   1.80e-09 0.00e+00 0.00e+00              2
HS+         C                       CS+         H                                    9.90e-10 0.00e+00 0.00e+00              2
HS+         Fe                      Fe+         HS                                   1.60e-09 0.00e+00 0.00e+00              2
HS+         H                       S+          H2                                   1.10e-10 0.00e+00 0.00e+00              2
HS+         Mg                      Mg+         HS                                   2.60e-09 0.00e+00 0.00e+00              2
HS+         N                       NS+         H                                    7.40e-10 0.00e+00 0.00e+00              2
HS+         Na                      Na+         HS                                   2.20e-09 0.00e+00 0.00e+00              2
HS+         O                       S+          OH                                   2.90e-10 0.00e+00 0.00e+00              2
HS+         O                       SO+         H                                    2.90e-10 0.00e+00 0.00e+00              2
HS+         S                       S+          HS                                   9.70e-10 0.00e+00 0.00e+00              2
HS+         Si                      Si+         HS                                   1.40e-09 0.00e+00 0.00e+00              2
HS+         CH                      CH2+        S                                    5.80e-10 0.00e+00 0.00e+00              2
HS+         NO                      NO+         HS                                   4.50e-10 0.00e+00 0.00e+00              2
HS+         H2O                     H3O+        S                                    7.80e-10 0.00e+00 0.00e+00              2
HS+         H2S                     S2H+        H2                                   2.80e-10 0.00e+00 0.00e+00              2
HS+         H2S                     H3S+        S                                    2.90e-10 0.00e+00 0.00e+00              2
HS+         HCN                     HCNH+       S                                    8.90e-10 0.00e+00 0.00e+00              2
HS+         HNC                     HCNH+       S                                    8.60e-10 0.00e+00 0.00e+00              2
HS+         NH3                     NH3+        HS                                   8.40e-10 0.00e+00 0.00e+00              2
HS+         NH3                     NH4+        S                                    7.70e-10 0.00e+00 0.00e+00              2
HS+         CH4                     H3CS+       H2                                   5.40e-10 0.00e+00 0.00e+00              2
N2+         C                       C+          N2                                   1.10e-10 0.00e+00 0.00e+00              2
N2+         Fe                      Fe+         N2                                   4.30e-10 0.00e+00 0.00e+00              2
N2+         H                       H+          N2                                   1.20e-10 0.00e+00 0.00e+00              2
N2+         Mg                      Mg+         N2                                   7.00e-10 0.00e+00 0.00e+00              2
N2+         N                       N+          N2                                   1.00e-11 0.00e+00 0.00e+00              2
N2+         Na                      Na+         N2                                   1.90e-09 0.00e+00 0.00e+00              2
N2+         O                       O+          N2                                   1.00e-11 0.00e+00 0.00e+00              2
N2+         O                       NO+         N                                    1.40e-10 0.00e+00 0.00e+00              2
N2+         S                       S+          N2                                   1.10e-09 0.00e+00 0.00e+00              2
